Ticker,Earning Date,^GSPC,^GSPC_pctchange_5,^GSPC_pctchange_21,^GSPC_pctchange_yoy,^RUT,^RUT_pctchange_5,^RUT_pctchange_21,^RUT_pctchange_yoy,^VIX,^VIX_pctchange_5,^VIX_pctchange_21,^VIX_pctchange_yoy,GC=F,GC=F_pctchange_5,GC=F_pctchange_21,GC=F_pctchange_yoy,CL=F,CL=F_pctchange_5,CL=F_pctchange_21,CL=F_pctchange_yoy,^TNX,^TNX_pctchange_5,^TNX_pctchange_21,^TNX_pctchange_yoy,^FVX,^FVX_pctchange_5,^FVX_pctchange_21,^FVX_pctchange_yoy
CTSH,2019-07-31,2980.38,-1.3,0.54,5.83,1574.61,-0.37,0.51,-5.76,16.12,33.55,14.65,25.64,1426.1,0.23,2.92,16.54,58.58,4.83,-0.86,-14.81,2.02,-2.56,-1.32,-34.38,1.84,-0.54,0.11,-37.7
CTSH,2019-10-30,3046.77,1.41,3.62,13.57,1572.85,1.29,5.32,4.39,12.33,-11.99,-33.57,-47.19,1493.2,0.22,0.76,22.13,55.06,-1.63,2.69,-16.8,1.8,1.81,18.68,-29.6,1.64,3.15,22.99,-30.87
CTSH,2020-02-05,3334.69,1.87,2.72,22.08,1681.92,1.98,1.12,10.8,15.15,-7.57,9.39,-1.5,1557.8,-0.76,-0.54,18.96,50.75,-4.84,-19.79,-6.04,1.65,5.84,-9.64,-34.01,1.46,5.8,-10.76,-36.63
CTSH,2020-05-07,2881.19,-1.07,8.34,0.36,1282.93,-2.12,12.62,-18.29,31.44,-7.94,-32.68,64.61,1721.8,2.23,3.42,34.15,23.55,25.0,-0.34,-61.83,0.63,-1.71,-15.75,-70.24,0.3,-19.78,-31.16,-84.23
CTSH,2020-07-29,3258.44,-0.54,6.72,9.33,1500.63,0.7,5.59,-4.7,24.1,-0.9,-24.17,49.5,1953.5,4.8,10.07,36.98,41.27,-1.5,3.95,-29.55,0.58,-0.52,-13.45,-64.78,0.25,-4.89,-13.95,-83.11
CTSH,2020-10-28,3271.03,-4.79,-1.93,7.36,1543.28,-3.77,2.56,-1.88,40.28,40.59,53.33,226.68,1876.2,-2.51,-0.96,25.65,37.39,-6.6,-4.84,-32.09,0.78,-7.9,12.21,-58.5,0.33,-11.2,16.84,-80.07
CTSH,2021-02-03,3830.17,2.12,3.5,14.86,2159.7,2.42,10.99,28.41,22.91,-38.43,-15.05,51.22,1832.2,-0.69,-5.78,17.61,55.69,5.37,16.95,9.73,1.13,7.0,2.35,53.67,0.46,6.74,-4.18,-4.97
CTSH,2021-05-05,4167.59,-0.37,2.3,46.31,2241.37,-2.73,-0.79,77.46,19.15,10.82,5.68,-43.87,1784.1,0.61,2.45,5.93,65.63,2.77,10.62,173.57,1.58,-3.41,-4.92,142.57,0.8,-7.38,-7.49,175.94
CTXS,2016-07-26,2169.18,0.25,6.47,3.63,1216.86,1.37,7.92,-0.63,13.05,9.02,-49.34,-2.9,1320.7,-0.81,0.05,21.34,42.92,-3.87,-9.91,-11.54,1.56,-1.08,5.04,-24.13,1.14,0.0,12.56,-17.24
CTXS,2016-10-19,2144.29,0.24,0.21,6.21,1222.64,-0.37,-0.46,6.79,14.41,-9.43,-9.48,-13.71,1267.9,1.34,-3.47,8.68,51.6,2.83,19.17,13.71,1.75,0.81,8.48,-22.61,1.23,-1.59,7.03,-28.42
CTXS,2017-01-25,2298.37,1.17,1.65,22.06,1382.44,1.76,1.45,37.86,10.81,-13.38,-5.42,-53.22,1197.3,-1.16,6.07,6.74,52.75,3.27,-0.38,67.73,2.52,2.6,1.86,34.92,1.99,1.74,1.27,46.75
CTXS,2017-04-26,2387.45,2.11,1.96,13.95,1419.43,3.83,4.58,22.98,10.85,-27.33,-13.2,-21.21,1262.1,-1.51,0.53,1.87,49.62,-1.63,3.96,16.37,2.31,3.12,-3.55,46.36,1.84,3.56,-4.87,67.73
CTXS,2017-08-02,2477.57,-0.01,2.0,14.5,1412.9,-2.04,-0.97,16.51,10.28,7.08,-8.38,-20.06,1271.8,1.83,4.43,-5.89,49.59,1.72,5.35,23.79,2.26,-2.08,-5.47,40.67,1.82,-1.41,-7.05,57.35
CTXS,2017-10-25,2557.15,-0.16,2.42,19.52,1493.48,-0.77,2.51,23.97,11.23,11.52,10.42,-21.14,1275.4,-0.35,-1.67,0.28,52.18,0.27,0.58,4.44,2.44,5.3,5.07,-2.47,2.06,4.1,6.64,2.9
CTXS,2018-01-31,2823.81,-0.48,5.62,23.88,1574.98,-1.67,2.57,15.7,13.54,18.05,22.64,14.65,1339.0,-1.25,2.5,11.07,64.73,-1.34,7.13,20.14,2.72,3.78,9.85,15.74,2.52,4.3,10.46,34.4
CTXS,2018-04-25,2639.4,-2.56,-0.72,10.55,1550.47,-2.09,0.44,9.23,17.84,14.36,-15.17,64.42,1321.2,-2.22,-2.45,4.68,68.05,-0.61,3.81,37.14,3.02,3.77,10.32,37.58,2.84,2.72,10.66,56.46
CTXS,2018-07-25,2846.07,1.08,4.75,14.86,1685.2,-0.39,1.67,16.84,12.29,1.57,-29.08,28.02,1231.4,0.42,-2.7,-1.41,69.3,0.79,1.79,42.15,2.94,3.13,3.05,31.72,2.81,2.7,3.04,52.11
CTXS,2018-10-24,2656.1,-5.45,-8.9,3.87,1468.7,-7.61,-14.05,-1.66,25.23,45.0,103.14,124.67,1227.8,0.34,2.32,-3.73,66.82,-4.2,-7.55,28.06,3.12,-1.61,2.23,29.41,2.96,-1.98,0.54,34.79
CTXS,2019-01-23,2638.7,1.09,6.94,-7.06,1454.26,0.63,9.67,-9.71,19.52,4.95,-31.22,75.86,1283.1,-0.24,1.54,-3.94,52.62,0.98,14.69,-18.38,2.76,0.88,0.44,-3.1,2.59,1.73,0.04,-1.67
CTXS,2019-04-24,2927.25,0.69,4.61,11.11,1588.13,0.34,4.98,2.24,13.14,7.88,-19.53,-27.08,1275.5,0.23,-3.51,-4.2,65.89,2.87,12.02,-2.67,2.52,-2.7,4.47,-12.28,2.32,-3.58,3.21,-15.6
CTXS,2019-07-24,3019.56,1.18,2.52,7.06,1580.42,1.91,3.29,-5.94,12.07,-13.6,-20.9,-2.74,1422.8,0.11,0.6,16.25,55.88,-1.59,-3.49,-18.45,2.05,0.59,2.5,-33.4,1.82,1.9,3.53,-38.49
CTXS,2019-10-24,3010.29,0.41,0.85,13.33,1548.49,0.43,-0.14,5.43,13.71,-0.58,-14.1,-45.66,1498.9,0.44,-0.38,22.08,56.23,4.26,-0.46,-15.85,1.77,1.09,5.43,-35.62,1.59,1.86,2.32,-38.73
CTXS,2020-01-22,3321.75,1.18,3.63,25.89,1684.46,0.52,1.04,15.83,12.91,4.2,3.28,-33.86,1555.3,0.84,5.22,21.21,56.74,-2.56,-7.32,7.83,1.77,-1.06,-7.14,-26.72,1.57,-1.81,-8.81,-28.27
CTXS,2020-04-23,2797.8,-0.06,14.32,-4.39,1214.06,3.05,10.72,-22.95,41.38,3.17,-32.9,212.3,1733.3,0.75,4.4,35.86,16.5,-16.96,-31.28,-74.7,0.61,-6.27,-18.16,-70.08,0.37,1.37,-13.38,-79.5
CTXS,2020-07-23,3235.66,0.62,3.33,7.72,1490.2,1.54,3.53,-4.56,26.08,-6.86,-16.86,104.71,1889.1,5.03,6.6,33.61,41.07,0.79,1.73,-26.69,0.58,-7.32,-8.49,-66.4,0.27,-5.67,-11.04,-83.45
CTXS,2020-10-22,3453.49,-0.86,6.69,14.72,1630.25,-0.53,12.32,5.28,28.11,4.23,-1.64,105.03,1901.1,-0.11,2.22,26.83,40.64,-0.78,1.78,-27.73,0.85,13.98,27.9,-55.49,0.38,17.55,40.98,-78.26
CTXS,2021-01-19,3798.91,-0.02,2.64,14.4,2151.14,2.88,10.16,27.6,23.24,-3.49,3.29,80.86,1839.5,-0.55,-0.89,18.19,52.98,1.4,10.79,-9.19,1.09,-4.04,18.95,42.93,0.45,-10.74,23.35,13.67
CTXS,2021-04-29,4211.47,1.85,6.39,44.6,2295.46,2.82,4.54,75.14,17.61,-5.88,-10.2,-48.43,1768.1,-0.74,5.0,4.98,65.01,5.83,7.37,245.06,1.64,4.66,-4.65,140.47,0.87,6.25,-7.86,177.0
CVS,2016-08-02,2157.03,-0.56,2.57,3.04,1202.35,-1.19,3.94,-2.16,13.37,2.45,-9.48,2.85,1364.4,3.31,2.07,25.15,39.51,-7.95,-19.35,-11.53,1.54,1.45,12.52,-25.46,1.08,-2.36,12.92,-21.25
CVS,2016-11-08,2139.56,1.32,-1.11,2.78,1195.14,1.46,-4.45,0.63,18.74,0.97,40.06,22.56,1273.4,-1.01,1.96,17.4,44.98,-3.62,-9.7,4.78,1.86,3.5,3.79,-11.25,1.33,5.55,3.82,-12.38
CVS,2017-02-09,2307.87,1.18,1.72,26.18,1378.53,1.55,0.56,44.54,10.88,-8.8,-5.31,-61.34,1235.1,1.51,4.3,3.38,53.0,-1.01,4.29,93.08,2.39,-3.85,0.63,34.48,1.87,-3.26,-0.74,54.16
CVS,2017-05-02,2391.17,0.11,1.2,15.89,1399.36,-0.83,0.97,24.75,10.59,-1.58,-14.39,-32.12,1255.1,-0.83,0.63,-2.65,47.66,-3.83,-5.81,3.79,2.3,-0.65,-2.01,57.69,1.81,-1.2,-2.68,80.58
CVS,2017-08-08,2474.92,-0.06,1.96,13.44,1410.15,-1.27,0.12,14.48,10.96,8.62,-1.35,-6.0,1256.4,-1.27,3.65,-5.99,49.17,0.02,10.74,17.63,2.28,0.93,-1.55,31.51,1.83,0.82,-1.45,44.41
CVS,2017-11-06,2591.13,0.71,1.64,21.56,1497.96,0.47,-0.81,25.64,9.4,-10.48,-2.59,-49.76,1279.4,0.42,0.61,-1.83,57.35,5.91,16.35,30.13,2.32,-2.36,-0.13,-2.48,1.99,-1.14,2.42,5.75
CVS,2018-02-08,2581.0,-8.54,-6.19,11.83,1463.79,-7.35,-6.17,6.18,33.46,148.4,231.94,207.54,1316.9,-2.04,0.4,6.62,61.15,-7.07,-2.87,15.38,2.85,-0.11,11.72,24.17,2.57,-1.19,9.42,40.33
CVS,2018-05-02,2635.67,-0.14,0.81,10.37,1554.91,0.29,2.83,11.79,15.97,-10.48,-24.31,49.53,1302.6,-1.41,-2.27,4.51,67.93,-0.18,6.96,42.05,2.96,-0.87,6.81,26.99,2.8,-0.6,8.23,45.56
CVS,2018-08-08,2857.7,1.58,2.29,15.51,1686.88,1.06,-0.52,20.75,10.85,-17.49,-14.16,-2.34,1212.6,-0.44,-3.29,-4.74,66.94,-1.06,-9.67,35.07,2.97,-0.5,4.95,26.7,2.84,-0.53,4.07,45.91
CVS,2018-11-06,2755.45,2.71,-4.47,6.36,1556.1,3.28,-4.51,5.21,19.91,-14.73,26.9,101.31,1223.8,0.1,3.33,-3.92,62.21,-6.0,-16.26,8.76,3.21,1.74,2.32,26.04,3.05,2.11,1.87,31.01
CVS,2019-02-20,2784.7,1.46,4.27,2.52,1581.66,2.82,6.69,3.38,14.02,-9.14,-21.24,-31.94,1343.3,2.6,4.84,1.09,56.92,7.19,5.8,-8.05,2.65,-1.99,-3.6,-10.73,2.47,-2.06,-4.4,-12.2
CVS,2019-05-01,2923.73,-0.12,1.97,10.13,1576.38,-0.74,1.31,1.68,14.8,12.63,10.45,-4.45,1281.4,0.46,-0.54,-1.72,63.6,-3.48,3.26,-5.43,2.51,-0.91,0.4,-12.39,2.3,-1.37,-0.61,-16.53
CVS,2019-08-07,2883.98,-3.23,-3.21,0.89,1500.69,-4.69,-3.96,-11.11,19.49,20.91,38.33,78.32,1507.3,5.69,7.86,24.61,51.09,-12.79,-11.65,-26.14,1.68,-11.09,-20.04,-47.91,1.5,-10.49,-19.16,-51.12
CVS,2019-11-06,3076.78,0.98,6.35,11.66,1589.54,1.06,7.94,2.15,12.62,2.35,-37.77,-36.61,1490.2,-0.2,-0.47,21.77,56.35,2.34,7.07,-9.42,1.81,7.27,3.54,-33.58,1.63,6.89,3.3,-36.38
CVS,2020-02-12,3379.45,1.34,2.78,22.75,1689.38,0.44,1.18,9.49,13.74,-9.31,11.53,-12.2,1567.4,0.62,1.23,19.58,51.17,0.83,-11.9,-5.06,1.63,-0.85,-11.22,-37.11,1.45,-1.03,-11.4,-39.99
CVS,2020-05-06,2848.42,-3.1,6.94,-1.08,1263.01,-7.18,10.91,-19.81,34.12,9.25,-24.58,75.88,1684.2,-1.13,0.43,31.64,23.99,59.3,-8.01,-61.38,0.71,14.31,-2.47,-65.5,0.38,9.28,-8.27,-79.38
CVS,2020-08-05,3327.77,2.13,5.8,15.39,1546.24,3.04,9.2,3.04,22.99,-4.61,-21.88,17.96,2031.1,3.97,12.58,34.75,42.19,2.23,3.87,-17.42,0.54,0.37,-14.22,-64.67,0.22,-5.22,-26.85,-83.95
CVS,2020-11-06,3509.44,7.32,1.82,13.46,1648.26,7.14,1.21,3.09,24.86,-34.61,-5.69,105.97,1950.3,3.88,3.27,33.46,37.14,3.77,-9.83,-35.12,0.82,-4.65,12.79,-55.07,0.36,-4.72,20.2,-77.81
CVS,2021-02-16,3932.59,0.43,3.61,16.68,2272.89,-0.74,5.45,35.01,21.46,1.04,-7.7,44.71,1797.2,-1.89,-2.87,12.32,60.05,3.59,12.1,15.37,1.3,12.27,17.13,107.51,0.56,18.35,25.5,59.37
CVS,2021-05-04,4164.66,-0.53,2.13,45.19,2248.29,-2.3,-0.73,76.54,19.48,10.93,8.77,-42.04,1775.8,-0.12,2.83,4.19,65.69,4.37,12.0,167.47,1.59,-1.73,-4.44,144.92,0.82,-4.98,-5.41,180.2
DG,2016-08-25,2172.47,-0.67,0.27,9.3,1240.0,0.25,1.73,7.49,13.63,19.25,6.24,-47.78,1320.1,-2.3,-0.49,16.66,47.33,-1.85,12.91,-3.8,1.58,-0.06,5.41,-26.69,1.16,-0.52,9.88,-24.28
DG,2016-12-01,2191.08,-0.62,3.76,6.9,1313.8,-2.11,11.53,12.24,14.07,13.19,-24.19,-22.31,1166.9,-1.87,-8.23,9.91,51.06,6.46,8.96,24.29,2.44,2.91,36.9,30.95,1.89,2.38,52.17,51.44
DG,2017-03-16,2381.38,0.7,1.87,16.7,1386.03,1.9,-0.76,27.01,11.21,-8.86,4.38,-22.37,1226.5,2.0,0.21,-0.32,48.75,-1.08,-8.36,34.15,2.52,-2.32,4.0,43.87,2.03,-3.56,6.28,60.86
DG,2017-06-01,2430.06,1.07,1.63,15.43,1396.06,0.98,-0.24,19.26,9.89,-1.3,-6.61,-27.44,1267.0,1.17,0.95,4.3,48.36,-5.84,1.47,-1.51,2.22,-1.69,-5.74,48.2,1.76,-1.45,-6.27,67.62
DG,2017-08-31,2471.65,1.34,-0.24,13.86,1405.28,2.29,-0.54,13.35,10.59,-13.41,3.02,-21.44,1316.2,2.31,3.49,0.34,47.23,-0.42,-4.76,1.9,2.12,-2.21,-6.03,16.54,1.71,-2.85,-5.79,32.74
DG,2017-12-07,2636.98,-0.4,1.79,17.4,1520.47,-1.53,2.8,9.67,10.16,-9.93,2.73,-19.62,1249.8,-1.84,-1.88,6.84,56.69,-1.24,-0.89,11.51,2.38,0.59,-1.0,-1.37,2.15,1.32,4.43,13.73
DG,2018-03-15,2747.33,0.31,3.17,15.37,1576.62,0.3,5.46,13.75,16.59,0.3,-33.56,47.99,1316.8,-0.23,-0.85,7.36,61.19,1.78,3.38,25.52,2.83,-2.35,-1.77,27.53,2.62,-1.21,-0.15,50.0
DG,2018-05-31,2705.27,-1.03,1.9,11.33,1633.61,0.37,5.37,17.02,15.43,22.66,-0.39,56.02,1300.1,0.84,-0.28,2.61,67.04,-6.68,-0.31,38.63,2.82,-5.33,-4.14,24.76,2.66,-5.4,-4.17,46.45
DG,2018-08-30,2901.13,1.55,3.12,17.38,1732.35,0.89,3.78,23.27,13.53,9.02,2.89,27.76,1197.7,0.9,-1.66,-9.0,70.25,3.57,3.83,48.74,2.86,1.2,-2.65,20.37,2.76,1.14,-1.82,36.25
DG,2018-12-04,2700.06,0.67,-0.84,2.68,1480.75,-0.81,-4.34,-2.37,20.74,9.04,6.3,83.05,1241.1,2.47,0.83,-1.62,53.25,3.28,-15.66,-7.58,2.92,-3.94,-9.59,2.81,2.8,-2.0,-9.42,9.12
DG,2019-03-14,2808.48,2.17,2.32,2.15,1549.64,1.71,0.74,-2.19,13.5,-18.63,-12.51,-21.65,1293.4,0.75,-1.21,-2.34,58.61,3.44,10.38,-3.85,2.63,0.19,-1.35,-14.61,2.43,0.21,-2.61,-16.92
DG,2019-05-30,2788.86,-2.36,-5.33,2.38,1485.53,-3.01,-6.64,-9.86,17.3,17.29,31.86,15.8,1287.1,1.06,0.34,-1.11,56.59,-7.86,-11.45,-17.04,2.23,-3.01,-12.01,-24.87,2.03,-2.73,-12.83,-28.69
DG,2019-08-29,2924.58,0.06,-1.87,0.36,1496.72,-0.62,-4.95,-13.72,17.88,7.19,10.92,45.96,1526.5,1.95,7.04,26.73,56.71,2.46,-3.19,-18.41,1.52,-0.79,-12.62,-51.25,1.41,0.0,-8.02,-51.99
DG,2019-12-05,3117.43,-1.15,1.39,15.63,1614.83,-1.18,0.95,9.3,14.52,23.57,10.84,-31.48,1476.9,1.62,-0.26,19.29,58.43,0.55,2.1,13.48,1.8,1.18,-7.04,-31.72,1.62,0.12,-6.4,-33.51
DG,2020-03-12,2480.64,-17.97,-26.12,-11.67,1122.93,-24.07,-33.06,-27.54,75.47,90.48,397.17,459.04,1589.3,-4.63,1.51,22.88,31.5,-31.37,-36.92,-46.25,0.85,20.25,-46.54,-64.31,0.65,16.52,-54.1,-69.86
DG,2020-05-28,3029.73,1.96,5.81,8.64,1400.67,3.99,7.9,-5.71,28.59,2.14,-14.83,65.26,1713.3,-2.13,0.16,33.11,33.71,0.66,173.18,-40.43,0.7,4.14,9.81,-65.12,0.35,1.76,-6.23,-81.24
DG,2020-08-27,3484.55,2.93,6.94,19.15,1564.56,0.02,4.26,4.53,24.47,7.7,1.54,36.86,1921.6,-0.63,-1.63,25.88,43.04,1.08,4.29,-24.11,0.75,16.56,32.5,-58.51,0.31,13.97,37.78,-81.06
DG,2020-12-03,3666.72,1.02,8.83,17.62,1848.7,0.2,14.52,14.48,21.28,0.14,-40.14,46.56,1836.8,1.72,-3.76,24.37,45.64,-0.15,21.19,-21.89,0.92,9.26,12.2,-41.7,0.41,10.35,11.57,-71.09
DG,2021-03-18,3915.46,-0.61,-0.4,62.51,2267.59,-3.03,0.51,114.18,21.58,-1.51,0.37,-70.03,1732.2,0.57,-2.2,17.15,60.0,-9.12,-1.86,137.91,1.73,5.81,26.28,154.41,0.87,2.6,45.56,163.33
DG,2021-05-27,4200.88,1.0,0.42,37.99,2273.07,2.96,-1.35,63.06,16.74,-19.01,-3.13,-39.15,1895.7,0.74,6.91,9.14,66.85,7.74,4.68,88.36,1.61,-1.35,0.19,197.6,0.81,-1.69,-1.81,253.91
DGX,2016-07-21,2165.17,0.07,3.65,3.0,1203.86,0.14,4.33,-3.3,12.74,-0.62,-31.06,0.79,1330.5,-0.06,4.72,21.34,44.75,-2.04,-8.39,-5.57,1.57,-1.82,-0.89,-27.81,1.1,-3.76,0.73,-25.49
DGX,2016-10-20,2141.34,0.41,-1.01,4.33,1219.79,0.33,-2.03,5.65,13.75,-17.62,3.38,-4.84,1265.6,0.84,-3.66,8.79,50.43,-0.02,16.09,13.07,1.75,-2.62,8.17,-22.11,1.24,-3.04,7.81,-27.65
DGX,2017-01-26,2296.68,1.46,1.45,21.3,1375.6,2.22,0.3,37.11,10.63,-16.82,-7.08,-52.59,1189.5,-0.95,5.09,6.58,53.78,4.69,1.43,66.5,2.51,1.66,2.53,38.26,1.96,1.13,1.45,53.52
DGX,2017-04-20,2355.84,0.47,0.5,12.64,1384.15,1.84,2.79,21.87,14.15,-10.27,13.47,1.43,1281.9,0.52,2.87,2.31,50.27,-5.35,6.19,22.37,2.24,0.4,-6.63,34.19,1.77,0.45,-8.09,52.36
DGX,2017-07-25,2477.13,0.67,1.59,14.2,1450.39,1.6,2.52,19.19,9.43,-4.65,-5.89,-27.74,1251.7,0.85,-0.36,-5.4,47.89,3.21,11.35,8.37,2.33,2.56,2.6,44.02,1.88,3.51,1.89,63.49
DGX,2017-10-19,2562.1,0.44,2.15,19.65,1502.04,-0.21,3.92,23.14,10.05,1.41,2.76,-26.91,1286.9,-0.49,-1.91,1.5,51.29,1.36,1.75,-0.6,2.32,1.8,4.55,-8.84,1.98,3.62,7.57,-2.66
DGX,2018-02-01,2821.98,-0.61,4.68,23.72,1579.87,-1.36,1.93,16.39,13.47,16.32,37.87,12.91,1344.3,-1.33,2.33,10.49,65.8,0.44,8.99,22.9,2.77,4.17,12.0,17.65,2.56,3.6,11.99,36.84
DGX,2018-04-19,2693.13,1.09,-0.88,14.32,1573.82,1.06,0.22,13.7,15.96,-13.68,-12.31,12.79,1346.8,0.63,2.72,5.06,68.29,1.82,7.71,35.85,2.91,3.0,2.97,35.22,2.76,3.14,5.71,56.11
DGX,2018-07-24,2820.4,0.39,2.38,13.86,1680.2,-0.42,-0.32,15.84,12.41,2.9,-9.88,31.6,1223.9,-0.15,-3.43,-2.22,68.52,0.65,-0.09,43.08,2.95,2.57,3.58,32.84,2.82,1.81,3.37,53.49
DGX,2018-10-23,2740.69,-2.46,-6.12,6.68,1526.59,-4.4,-10.48,1.74,20.71,17.54,69.75,85.57,1233.4,0.5,2.84,-3.26,66.43,-7.63,-7.84,26.61,3.17,-0.41,3.6,28.33,3.01,-1.05,2.07,34.51
DGX,2019-02-14,2745.73,1.47,5.19,1.75,1545.11,2.62,6.91,1.51,16.22,-0.92,-12.8,-15.78,1309.8,0.03,1.83,-3.37,54.41,3.36,4.41,-10.21,2.66,0.95,-4.56,-7.32,2.47,1.31,-5.54,-9.45
DGX,2019-04-23,2933.68,0.97,4.75,9.86,1585.09,0.37,5.26,1.47,12.28,-0.32,-25.49,-24.85,1269.3,-1.36,-3.23,-4.02,66.3,4.57,12.3,-3.41,2.57,-0.85,7.58,-11.38,2.36,-1.95,7.17,-14.89
DGX,2019-07-23,3005.47,0.05,1.86,7.07,1554.96,-0.45,0.34,-8.45,12.61,-1.94,-18.12,-0.08,1420.1,0.77,1.71,16.02,56.77,-1.48,-1.15,-16.38,2.07,0.63,3.44,-32.4,1.83,-0.27,3.52,-38.22
DGX,2019-10-22,2995.99,0.01,0.14,8.71,1550.87,1.81,-0.47,0.74,14.46,6.79,-3.02,-26.37,1481.7,0.28,-2.76,21.33,54.16,2.56,-7.64,-21.7,1.77,1.14,5.55,-35.69,1.59,1.47,2.64,-38.32
DGX,2020-01-30,3283.66,-1.26,1.94,21.43,1648.22,-2.18,-0.96,9.92,15.49,19.34,4.52,-6.52,1583.5,1.21,4.56,19.99,52.14,-6.21,-15.47,-3.07,1.56,-7.32,-12.86,-38.1,1.38,-8.06,-12.99,-40.52
DGX,2020-04-22,2799.31,0.57,25.11,-4.37,1201.52,1.48,19.86,-24.34,41.98,2.79,-31.84,219.48,1728.7,0.09,10.32,35.53,13.78,-30.65,-41.01,-79.09,0.62,1.64,-17.36,-68.96,0.36,6.74,-14.55,-79.0
DGX,2020-07-23,3235.66,0.62,3.33,7.72,1490.2,1.54,3.53,-4.56,26.08,-6.86,-16.86,104.71,1889.1,5.03,6.6,33.61,41.07,0.79,1.73,-26.69,0.58,-7.32,-8.49,-66.4,0.27,-5.67,-11.04,-83.45
DGX,2020-10-22,3453.49,-0.86,6.69,14.72,1630.25,-0.53,12.32,5.28,28.11,4.23,-1.64,105.03,1901.1,-0.11,2.22,26.83,40.64,-0.78,1.78,-27.73,0.85,13.98,27.9,-55.49,0.38,17.55,40.98,-78.26
DGX,2021-02-04,3871.74,2.23,3.89,15.72,2202.42,4.55,11.28,31.29,21.77,-27.94,-14.09,45.52,1788.9,-2.67,-8.39,14.3,56.23,7.43,12.62,10.36,1.14,4.21,3.08,49.08,0.46,3.61,-4.18,-1.71
DGX,2021-04-22,4134.98,-0.85,5.74,47.79,2232.61,-1.08,2.15,83.9,18.71,12.91,-7.83,-54.78,1781.2,0.89,3.28,2.76,61.43,-3.2,6.35,272.3,1.55,-1.21,-6.39,127.19,0.8,-2.31,-6.31,153.8
DIS,2016-08-09,2181.74,1.15,2.09,4.69,1231.74,2.44,3.5,1.7,11.66,-12.79,-13.88,-14.95,1339.0,-1.86,-1.18,20.01,42.77,8.25,-4.45,1.28,1.54,0.19,-3.07,-22.01,1.11,3.46,-3.32,-13.52
DIS,2016-11-10,2167.48,3.77,1.32,5.94,1251.61,8.19,1.99,8.38,14.74,-33.24,-7.35,-19.76,1265.5,-2.81,1.15,17.09,44.66,0.0,-11.0,9.62,2.12,18.73,19.88,4.13,1.53,22.91,21.74,5.23
DIS,2017-02-07,2293.08,0.62,0.71,23.8,1361.06,-0.06,-0.45,41.2,11.29,-5.84,-0.27,-57.46,1234.2,2.12,5.32,3.03,52.17,-1.21,-3.37,75.72,2.39,-3.44,1.19,38.9,1.84,-4.26,-1.28,59.1
DIS,2017-05-09,2396.92,0.24,1.76,14.99,1391.86,-0.54,2.0,23.3,9.96,-5.95,-22.61,-26.93,1214.3,-3.25,-3.19,-6.08,45.88,-3.73,-12.17,2.73,2.41,4.24,7.84,76.21,1.93,4.88,9.69,103.26
DIS,2017-08-08,2474.92,-0.06,1.96,13.44,1410.15,-1.27,0.12,14.48,10.96,8.62,-1.35,-6.0,1256.4,-1.27,3.65,-5.99,49.17,0.02,10.74,17.63,2.28,0.93,-1.55,31.51,1.83,0.82,-1.45,44.41
DIS,2017-11-09,2584.62,0.18,1.15,19.25,1475.02,-1.44,-2.12,17.85,10.5,5.74,6.6,-28.77,1285.6,0.84,-0.02,1.02,57.17,4.82,11.44,26.29,2.33,-0.51,1.04,-2.06,2.0,-0.1,2.46,6.32
DIS,2018-02-06,2695.14,-4.51,-1.75,17.53,1507.17,-4.78,-3.39,10.74,29.98,102.7,225.16,165.54,1326.1,-0.7,0.44,7.45,63.39,-1.72,3.17,21.51,2.77,1.76,9.36,17.24,2.51,-0.63,8.38,32.0
DIS,2018-05-08,2671.92,0.64,2.25,11.47,1586.39,2.33,4.75,13.98,14.71,-5.04,-32.43,47.69,1312.0,0.63,-1.82,8.05,69.06,2.69,8.89,50.52,2.97,0.17,4.95,25.7,2.81,0.21,4.93,46.33
DIS,2018-08-07,2858.45,1.5,2.67,15.5,1688.3,1.05,-0.96,19.72,10.93,-14.81,-13.87,-0.27,1209.6,-1.15,-3.86,-3.72,69.17,0.6,-6.34,40.68,2.97,-1.0,5.02,25.92,2.84,-1.18,4.18,45.1
DIS,2018-11-08,2806.83,2.43,0.76,8.6,1578.21,2.15,0.18,7.0,16.72,-13.55,-27.18,59.24,1222.9,-1.06,2.83,-4.88,60.67,-4.74,-17.08,6.12,3.23,0.62,2.24,26.72,3.09,1.71,2.39,31.66
DIS,2019-02-05,2737.7,3.7,8.13,3.35,1520.23,3.32,10.1,1.95,15.57,-18.61,-27.17,-58.28,1314.2,0.46,2.46,-1.41,53.66,0.66,11.88,-16.35,2.7,0.26,-1.06,-3.02,2.51,0.4,-1.8,-3.38
DIS,2019-05-08,2879.42,-1.52,-0.56,7.77,1574.97,-0.09,-0.26,-0.72,19.4,31.08,47.19,31.88,1279.4,-0.16,-1.36,-2.48,62.12,-2.33,-3.54,-10.05,2.48,-2.74,-3.05,-13.61,2.29,-2.85,-3.79,-17.57
DIS,2019-08-06,2881.77,-4.36,-3.16,1.1,1502.09,-5.27,-3.8,-10.82,20.17,44.69,44.48,78.97,1472.4,2.99,5.4,21.83,53.63,-7.61,-6.99,-22.29,1.74,-13.95,-17.43,-46.08,1.55,-16.16,-16.79,-49.66
